id,birthdate,department,sex,panel,speed_test_average,leave_date,leave_reason
16478,1967-02-01,54,F,2,4197295,2019-06-25,exit
16479,1959-10-01,91,M,2,2711370,,
16480,1970-04-01,91,F,2,9292036,,
16481,1980-05-01,91,F,2,5581945,2019-01-30,exit
16482,1979-03-01,91,M,2,4228041,,
16483,1996-03-01,89,M,2,4321776,2018-05-11,exit
16484,1989-03-01,75,M,2,4536714,2017-10-17,exit
16485,1950-07-01,59,M,2,4249118,,
16486,1967-12-01,88,F,2,3131680,,
16487,1949-12-01,88,F,2,0,2016-04-18,exit
16488,1951-09-01,59,M,2,4604841,,
16489,1957-12-01,59,F,2,3078455,,
16490,1945-02-01,60,F,2,3238979,,
16491,1988-07-01,63,M,2,2224739,2018-05-29,exclusion
16492,1983-04-01,33,M,2,3088826,2018-06-01,exit
16493,1993-12-01,60,F,2,2953475,,
16494,1976-12-01,60,F,2,3139094,,
16495,1945-03-01,91,M,2,2214324,,
16496,1975-01-01,17,F,2,2562578,,
16497,1991-12-01,17,F,2,4565256,2018-10-10,exclusion
16498,1938-01-01,27,M,2,2365851,,
16499,1974-12-01,27,F,2,4727024,,
16500,1953-12-01,27,F,2,2128224,,
16501,1990-12-01,15,M,2,0,2016-09-21,exclusion
16502,1968-07-01,14,F,2,0,2017-03-22,exclusion
16503,1966-09-01,85,M,2,1290892,2019-01-11,exclusion
16504,1971-05-01,38,F,2,2971563,,
16505,1969-01-01,38,M,2,2961425,,
16506,1951-09-01,26,M,2,2175126,,
16507,1982-12-01,49,M,2,0,2017-05-10,exit
16508,1974-02-01,49,M,2,2397702,,
16509,1980-03-01,49,M,2,2169099,,
16510,1965-06-01,92,F,2,5622103,,
16511,1951-01-01,95,M,2,3608400,,
16512,1957-03-01,95,F,2,4493232,2018-05-03,exit
16513,1983-06-01,59,F,2,5540912,,
16514,1990-12-01,27,F,2,1975404,,
16515,1939-09-01,27,F,2,0,2016-04-14,exit
16516,1966-03-01,13,M,2,2998277,,
16517,1963-03-01,38,F,2,2816645,,
16518,1970-09-01,37,F,2,5876996,,
16519,1937-01-01,83,M,2,3790645,,
16520,1971-03-01,25,F,2,3694764,,
16521,1946-03-01,67,F,2,0,2016-04-18,exit
16522,1959-01-01,67,M,2,4843407,,
16523,1977-12-01,67,F,2,5619485,,
16524,1977-04-01,41,F,2,648696,2017-12-14,exclusion
16525,1962-04-01,29,F,2,1836206,,
16526,1965-05-01,80,F,2,2871027,,
16527,1982-06-01,80,M,2,2337855,2018-08-24,exit
16528,1974-02-01,53,M,2,0,2017-04-20,exit
16529,1967-03-01,70,M,2,2433304,,
16530,1973-02-01,27,F,2,1841875,,
16531,1986-03-01,31,F,2,2912979,,
16532,1977-04-01,38,F,2,5519680,,
16533,1980-11-01,38,F,2,2419147,,
16534,1964-02-01,33,M,2,1704906,,
16535,1938-09-01,75,F,2,6042606,2019-01-11,exclusion
16536,1974-04-01,97,M,2,889026,2017-09-06,exclusion
16537,1957-01-01,91,M,2,2196547,,
16538,1997-02-01,78,M,2,3395413,,
16539,1947-11-01,78,M,2,4228342,,
16540,1992-05-01,95,F,2,3959947,,
16541,1952-10-01,27,F,2,2777046,,
16542,1974-01-01,01,M,2,2009323,,
16543,1963-04-01,83,M,2,3619286,,
16544,1958-01-01,78,F,2,2223176,,
16545,1941-10-01,78,F,2,7392399,,
16546,1972-01-01,44,M,2,3828167,,
16547,1956-08-01,15,M,2,2468204,,
16548,1939-03-01,67,F,2,3006740,,
16549,1958-07-01,67,F,2,2092146,,
16550,1970-04-01,58,M,2,3860467,,
16551,1983-06-01,26,M,2,0,2017-09-13,exit
16552,1949-03-01,75,F,2,6220483,,
16553,1951-12-01,01,M,2,1435195,,
16554,1972-01-01,60,M,2,3803992,2019-03-04,exclusion
16555,1991-04-01,29,F,2,3852639,,
16556,1969-01-01,25,F,2,1558303,,
16557,1978-06-01,75,M,2,5699946,,
16558,1970-10-01,27,M,2,3732364,,
16559,1981-12-01,44,M,2,0,2017-11-10,exclusion
16560,1948-02-01,06,M,2,2279129,,
16561,1970-05-01,17,F,2,2258428,,
16562,1980-01-01,17,M,2,2795668,,
16563,1961-06-01,33,M,2,2680968,,
16564,1996-04-01,54,M,2,0,2017-03-22,exclusion
16565,1951-12-01,94,F,2,3574941,,
16566,1977-03-01,94,F,2,0,2017-03-22,exclusion
16567,1974-02-01,85,M,2,2041662,,
16568,1965-01-01,79,F,2,2268235,,
16569,1980-10-01,75,F,2,0,2016-10-14,exclusion
16570,1955-01-01,68,F,2,2535724,,
16571,1978-01-01,27,M,2,3407592,,
16572,1953-01-01,27,F,2,2920264,,
16573,1965-01-01,33,M,2,3807133,,
16574,1965-07-01,82,F,2,1595917,,
16575,1958-07-01,82,M,2,2784497,,
16576,1958-04-01,80,F,2,4307200,2019-07-15,exit
16577,1978-12-01,95,M,2,3646287,,
16578,1972-05-01,68,M,2,2952455,,
16579,1997-07-01,86,F,2,2778919,,
16580,1962-03-01,16,F,2,2625201,,
16581,1986-09-01,95,F,2,0,2017-03-22,exclusion
16582,1970-05-01,95,F,2,0,2016-12-01,exit
16583,1959-04-01,80,F,2,3232493,,
16584,1972-06-01,80,F,2,3251894,,
16585,1946-09-01,17,F,2,2715561,2018-03-09,death
16586,1977-01-01,25,F,2,2440360,,
16587,1993-06-01,49,F,2,4211448,,
16588,1966-11-01,01,F,2,1082403,,
16589,1941-06-01,17,M,2,3432317,2017-12-04,exit
16590,1982-03-01,17,M,2,2659355,,
16591,1937-03-01,85,M,2,1722482,,
16592,1987-12-01,14,F,2,0,2016-10-14,exclusion
16593,1973-05-01,33,F,2,4054861,,
16594,1962-02-01,44,M,2,2835528,,
16595,1973-09-01,03,M,2,4093621,2019-03-04,exclusion
16596,1985-09-01,71,F,2,1553874,,
16597,1965-03-01,75,F,2,4002003,,
16598,1997-11-01,44,F,2,0,2017-03-22,exclusion
16599,1976-02-01,08,F,2,3374999,,
16600,1992-12-01,08,M,2,0,2017-03-22,exclusion
16601,1985-03-01,44,M,2,1782431,2018-08-28,exclusion
16602,1984-08-01,89,M,2,658796,,
16603,1968-08-01,89,M,2,1558000,,
16604,1978-11-01,29,M,2,2537508,,
16605,1963-08-01,85,M,2,3630939,,
16606,1938-05-01,36,M,2,3310753,,
16607,1965-12-01,67,M,2,3659598,2019-03-25,exit
16608,1969-10-01,71,M,2,0,2017-10-17,exclusion
16609,1956-12-01,71,M,2,4221314,2018-08-28,exclusion
16610,1970-05-01,68,F,2,2382794,,
16611,1949-01-01,82,M,2,1644468,2017-09-12,exit
16612,1964-06-01,82,F,2,2775770,2018-06-05,exit
16613,1997-03-01,33,M,2,3006883,2018-05-29,exclusion
16614,1956-04-01,59,M,2,0,2016-05-23,exit
16615,1942-05-01,71,M,2,4596436,,
16616,1992-08-01,05,M,2,3986793,2019-01-21,exclusion
16617,1973-04-01,38,F,2,4355850,,
16618,1972-02-01,45,F,2,2725096,,
16619,1983-03-01,45,M,2,6978652,,
16620,1956-10-01,45,F,2,3103204,,
16621,1963-04-01,45,F,2,4007651,,
16622,1992-01-01,92,M,2,0,2017-03-06,exit
16623,1966-07-01,92,F,2,0,2017-07-06,exit
16624,1969-02-01,94,F,2,1544615,,
16625,1972-02-01,25,M,2,1580444,,
16626,1967-02-01,15,M,2,1803793,,
16627,1980-07-01,78,M,2,976299,,
16628,1975-05-01,78,M,2,6165841,,
16629,1968-09-01,35,M,2,7251494,,
16630,1987-08-01,35,M,2,0,2016-10-14,exclusion
16631,1947-01-01,77,M,2,5872478,,
16632,1976-01-01,77,F,2,1835201,,
16633,1963-10-01,85,F,2,4188559,,
16634,1977-10-01,85,M,2,0,2016-05-04,exit
16635,1948-01-01,26,F,2,3477582,2019-08-22,exit
16636,1970-06-01,60,F,2,0,2017-07-28,exit
16637,1966-05-01,91,M,2,3883548,,
16638,1988-06-01,60,F,2,4544895,,
16639,1983-12-01,85,M,2,4340631,2018-04-25,exclusion
16640,1978-06-01,83,F,2,2994781,,
16641,1958-01-01,13,M,2,5573966,,
16642,1957-12-01,33,M,2,3623234,,
16643,1983-09-01,60,F,2,4509511,2018-06-05,exit
16644,1974-09-01,60,F,2,2560667,,
16645,1968-06-01,75,F,2,5999651,,
16646,1973-08-01,78,M,2,4392316,,
16647,1963-02-01,49,M,2,3831911,,
16648,1965-10-01,13,M,2,2017296,2018-08-27,exit
16649,1986-04-01,70,F,2,0,2017-03-22,exclusion
16650,1951-01-01,51,F,2,2787390,,
16651,1970-07-01,67,M,2,2350550,,
16652,1988-01-01,27,F,2,3507562,,
16653,1967-01-01,63,F,2,1140173,2019-03-04,exclusion
16654,1996-07-01,63,F,2,996119,2018-07-20,exit
16655,1950-11-01,79,M,2,0,2016-10-28,exit
16656,1950-03-01,79,F,2,4089935,,
16657,1949-09-01,77,F,2,1510221,,
16658,1959-04-01,29,M,2,4463209,,
16659,1978-09-01,79,M,2,2106068,,
16660,1975-05-01,79,M,2,3020091,,
16661,1990-01-01,69,F,2,6053720,2018-02-02,exit
16662,1998-02-01,59,M,2,2759603,,
16663,1978-05-01,13,M,2,0,2017-11-10,exclusion
16664,1974-12-01,93,F,2,3888763,2017-12-21,exit
16665,1976-04-01,27,F,2,2613118,,
16666,1966-04-01,33,F,2,3766239,,
16667,1952-12-01,74,F,2,2795549,,
16668,1948-02-01,78,M,2,5559513,,
16669,1989-05-01,75,F,2,6012746,2018-05-03,exit
16670,1990-04-01,78,M,2,0,2016-10-26,exit
16671,1943-07-01,41,F,2,2788172,,
16672,1939-09-01,50,M,2,0,2016-07-27,exit
16673,1978-08-01,77,M,2,3382803,,
16674,1950-05-01,74,F,2,833460,,
16675,1951-03-01,74,F,2,3496107,,
16676,1957-03-01,74,M,2,2131251,2018-01-16,exit
16677,1961-04-01,74,F,2,2095987,,
16678,1965-04-01,74,F,2,0,2016-10-14,res_conv
16679,1954-05-01,33,F,2,3177235,2018-01-11,exit
16680,1961-10-01,23,F,2,1503582,,
16681,1975-03-01,23,M,2,2207430,,
16682,1955-03-01,77,M,2,4774503,,
16683,1991-02-01,71,M,2,0,2017-11-10,exclusion
16684,1962-04-01,71,M,2,2738582,,
16685,1962-03-01,38,F,2,3384615,,
16686,1955-10-01,78,M,2,5623064,,
16687,1971-06-01,88,M,2,1391541,,
16688,1982-03-01,88,M,2,3109088,,
16689,1980-12-01,41,F,2,4145825,,
16690,1976-02-01,41,F,2,3191529,,
16691,1973-02-01,29,M,2,2696786,2019-03-25,exit
16692,1964-07-01,94,F,2,3919086,,
16693,1979-12-01,92,F,2,3355739,,
16694,1958-12-01,31,M,2,2444875,,
16695,1957-01-01,13,M,2,4714779,,
16696,1971-04-01,01,F,2,1953506,,
16697,1995-08-01,75,M,2,0,2017-06-06,exit
16698,1941-05-01,61,F,2,0,2016-10-14,exclusion
16699,1985-12-01,78,F,2,4578408,,
16700,1971-06-01,25,F,2,0,2016-10-14,res_conv
16701,1949-05-01,60,M,2,0,2016-10-14,res_conv
16702,1970-06-01,60,M,2,7095560,,
16703,1970-12-01,59,M,2,5353785,,
16704,1973-12-01,62,M,2,3218983,,
16705,1972-05-01,24,M,2,2858988,,
16706,1943-01-01,33,F,2,2550005,,
16707,1984-08-01,82,F,2,3539572,2018-02-20,exit
16708,1971-03-01,31,M,2,3796939,2018-04-25,exclusion
16709,1939-02-01,95,M,2,4833754,,
16710,1973-02-01,11,M,2,3156356,,
16711,1952-11-01,11,M,2,2818703,,
16712,1970-03-01,33,M,2,0,2017-03-16,exit
16713,1994-05-01,88,M,2,1028370,2018-01-05,exit
16714,1981-07-01,74,M,2,2620395,,
16715,1945-01-01,13,M,2,3866942,,
16716,1966-12-01,13,F,2,1854035,,
16717,1956-04-01,83,F,2,3167613,,
16718,1994-04-01,13,M,2,0,2017-03-22,exclusion
16719,1972-09-01,49,F,2,3073679,,
16720,1985-09-01,25,F,2,1377927,2018-08-28,exclusion
16721,1976-08-01,25,M,2,1457197,,
16722,1970-06-01,67,M,2,2556974,,
16723,1953-11-01,67,M,2,2495774,2018-02-12,exit
16724,1988-03-01,80,M,2,0,2017-03-22,exclusion
16725,1986-07-01,31,F,2,0,2017-03-22,exclusion
16726,1981-02-01,71,M,2,3247255,,
16727,1977-01-01,87,F,2,1339259,,
16728,1994-11-01,25,F,2,1596530,2018-02-26,exit
16729,1997-02-01,91,F,2,5252164,2017-12-14,exclusion
16730,1974-02-01,78,M,2,4178073,,
16731,1983-03-01,82,F,2,2177361,,
16732,1973-04-01,66,F,2,3495325,,
16733,1959-03-01,26,M,2,1002356,2017-10-13,exit
16734,1972-12-01,87,F,2,2573803,,
16735,1997-05-01,93,M,2,2203731,2018-07-09,exclusion
16736,1960-10-01,71,M,2,1451825,,
16737,1963-07-01,13,F,2,4538608,,
16738,1955-06-01,63,F,2,3444874,,
16739,1982-05-01,59,M,2,3330015,,
16740,1952-06-01,60,M,2,2475832,,
16741,1983-01-01,60,F,2,3014804,2017-08-17,exit
16742,1952-12-01,78,M,2,7165847,2017-04-18,death
16743,1977-01-01,75,F,2,4297645,,
16744,1997-04-01,35,F,2,3955711,,
16745,1979-04-01,17,F,2,1514865,,
16746,1964-10-01,75,M,2,5408250,,
16747,1946-03-01,17,M,2,3410102,,
16748,1971-12-01,54,M,2,2602687,,
16749,1979-05-01,51,F,2,7562146,,
16750,1962-04-01,82,F,2,4853946,,
16751,1937-01-01,27,F,2,1490877,,
16752,1963-08-01,38,M,2,3445915,,
16753,1962-02-01,05,M,2,0,2017-06-26,exclusion
16754,1948-10-01,30,M,2,1413877,2017-12-14,exclusion
16755,1995-11-01,83,F,2,759453,2018-08-28,exclusion
16756,1959-06-01,74,F,2,3907294,2018-01-09,exit
16757,1959-03-01,16,M,2,3274388,,
16758,1974-03-01,67,F,2,0,2016-08-04,exit
16759,1949-04-01,25,M,2,2725524,2017-12-14,exclusion
16760,1982-02-01,29,M,2,4379425,2019-01-11,exclusion
16761,1957-10-01,13,M,2,0,2016-06-01,exit
16762,1940-04-01,78,M,2,8954165,,
16763,1972-03-01,33,M,2,853070,,
16764,1994-08-01,59,M,2,3341544,,
16765,1975-09-01,22,M,2,2221378,,
16766,1984-08-01,68,F,2,3326577,,
16767,1984-11-01,54,M,2,2912597,,
16768,1955-11-01,54,F,2,0,2017-10-17,exclusion
16769,1973-03-01,57,M,2,1974356,,
16770,1970-09-01,59,F,2,2171302,,
16771,1952-01-01,28,M,2,0,2016-06-10,exit
16772,1970-05-01,44,F,2,4770476,,
16773,1979-05-01,54,F,2,0,2017-03-22,exclusion
16774,1966-08-01,54,F,2,4152762,,
16775,1970-06-01,54,F,2,2192595,,
16776,1947-09-01,71,M,2,3822185,,
16777,1966-05-01,38,F,2,3039340,,
16778,1946-02-01,18,M,2,853641,2018-01-22,exit
16779,1956-05-01,18,M,2,2448401,,
16780,1998-02-01,45,M,2,3322816,2018-04-26,exit
16781,1996-03-01,85,F,2,4489324,,
16782,1970-03-01,78,M,2,2547685,,
16783,1980-10-01,78,F,2,0,2017-10-17,exclusion
16784,1969-06-01,13,M,2,2635529,,
16785,1961-07-01,75,F,2,5169329,,
16786,1974-05-01,38,F,2,2847015,2018-04-11,exit
16787,1997-01-01,83,F,2,1862174,2018-07-09,exclusion
16788,1991-03-01,13,F,2,0,2017-03-22,exclusion
16789,1992-01-01,33,F,2,3855628,,
16790,1943-02-01,92,F,2,5424789,,
16791,1952-03-01,74,F,2,4390783,,
16792,1968-12-01,24,F,2,3143411,,
16793,1961-04-01,38,F,2,3840951,,
16794,1961-12-01,23,F,2,1502324,,
16795,1951-03-01,56,F,2,1876159,,
16796,1957-07-01,73,M,2,0,2016-11-21,exit
16797,1984-05-01,59,M,2,4289704,2018-01-22,exit
16798,1945-01-01,33,F,2,2193248,,
16799,1991-08-01,33,F,2,0,2016-11-21,exit
16800,1974-07-01,38,M,2,4874576,,
16801,1983-02-01,73,F,2,0,2016-10-14,res_conv
16802,1984-03-01,33,M,2,1909885,,
16803,1968-02-01,33,M,2,0,2016-10-14,exclusion
16804,1949-02-01,26,F,2,4369855,,
16805,1944-05-01,74,M,2,2906857,,
16806,1983-12-01,13,F,2,2788293,2018-03-21,exclusion
16807,1973-02-01,13,F,2,2290379,,
16808,1965-01-01,56,M,2,3017304,,
16809,1941-07-01,13,M,2,0,2017-03-16,exit
16810,1976-06-01,72,M,2,3450030,2019-06-19,exit
16811,1947-04-01,67,M,2,1681801,,
16812,1953-03-01,83,M,2,2990769,,
16813,1988-05-01,35,F,2,2404461,,
16814,1947-12-01,11,F,2,2970845,,
16815,1968-02-01,11,M,2,3084536,,
16816,1949-08-01,11,F,2,0,2017-01-25,exit
16817,1952-04-01,74,M,2,3626427,,
16818,1951-05-01,03,F,2,4471049,,
16819,1957-07-01,43,M,2,3926459,,
16820,1977-09-01,42,F,2,3325923,,
16821,1963-04-01,88,F,2,3445866,,
16822,1951-02-01,29,F,2,2618093,2019-08-21,exit
16823,1960-04-01,21,M,2,0,2016-05-31,exit
16824,1943-07-01,29,F,2,1773955,2018-04-25,exclusion
16825,1977-09-01,81,F,2,3150943,,
16826,1978-07-01,43,F,2,3833240,,
16827,1951-08-01,42,F,2,3083507,,
16828,1975-12-01,44,F,2,3230660,,
16829,1967-04-01,42,F,2,6159593,,
16830,1976-02-01,95,M,2,4959988,,
16831,1979-01-01,75,M,2,6558957,,
16832,1990-04-01,37,F,2,0,2017-10-17,exclusion
16833,1962-11-01,11,F,2,3275832,,
16834,1948-11-01,69,F,2,0,2016-12-14,exit
16835,1974-08-01,35,F,2,2315042,,
16836,1992-05-01,35,M,2,0,2017-03-22,exclusion
16837,1959-11-01,35,F,2,6403117,,
16838,1974-02-01,92,M,2,4698400,,
16839,1986-10-01,19,F,2,2076022,,
16840,1971-09-01,17,M,2,2799102,,
16841,1965-03-01,94,F,2,2934070,,
16842,1973-04-01,77,M,2,3808576,,
16843,1967-03-01,93,M,2,4928913,,
16844,1985-06-01,64,F,2,3389606,,
16845,1961-05-01,81,F,2,0,2017-04-25,exit
16846,1959-03-01,81,F,2,4304881,2018-11-30,exit
16847,1942-04-01,80,M,2,0,2016-11-16,exit
16848,1981-02-01,80,F,2,4428127,,
16849,1952-03-01,80,M,2,1856005,,
16850,1940-05-01,16,F,2,0,2016-04-28,exit
16851,1969-06-01,35,F,2,1216767,2017-06-20,exit
16852,1960-07-01,35,M,2,7029730,,
16853,1948-10-01,19,F,2,905729,,
16854,1942-05-01,76,M,2,0,2016-04-29,exit
16855,1960-10-01,75,F,2,6139714,,
16856,1968-11-01,77,F,2,2406117,2018-11-16,exit
16857,1990-04-01,86,F,2,5809962,,
16858,1971-01-01,85,M,2,653556,,
16859,1997-03-01,14,F,2,1830867,,
16860,1997-01-01,14,M,2,0,2017-03-22,exclusion
16861,1997-11-01,14,F,2,0,2017-03-22,exclusion
16862,1949-04-01,14,M,2,3691626,,
16863,1979-04-01,14,M,2,4187706,,
16864,1976-03-01,29,F,2,3040842,,
16865,1965-12-01,29,F,2,4565674,,
16866,1991-03-01,29,F,2,3299586,2019-02-13,exit
16867,1980-06-01,29,M,2,3490286,,
16868,1982-04-01,33,F,2,1390587,2019-05-21,exclusion
16869,1959-02-01,93,F,2,5342509,,
16870,1975-05-01,59,F,2,2936888,,
16871,1945-05-01,76,M,2,2485908,,
16872,1947-09-01,59,M,2,1780485,,
16873,1985-03-01,25,F,2,4385534,2019-04-10,exit
16874,1986-05-01,25,M,2,4431079,,
16875,1961-05-01,70,F,2,3116401,2019-09-02,exit
16876,1982-06-01,69,M,2,5838554,,
16877,1970-05-01,69,M,2,2113143,,
16878,1970-11-01,57,M,2,1804543,,
16879,1961-03-01,05,M,2,0,2017-03-22,exclusion
16880,1953-12-01,05,M,2,2026879,,
16881,1957-04-01,06,M,2,4089815,,
16882,1968-02-01,15,F,2,2326381,,
16883,1995-09-01,31,M,2,2563666,,
16884,1965-07-01,17,M,2,0,2017-03-22,exclusion
16885,1963-06-01,57,F,2,4768120,,
16886,1967-04-01,64,F,2,2290146,,
16887,1970-04-01,33,M,2,3395086,,
16888,1971-01-01,87,M,2,3384314,,
16889,1940-04-01,06,F,2,2685759,,
16890,1949-10-01,06,M,2,2546297,,
16891,1946-04-01,50,F,2,3385677,,
16892,1973-11-01,76,F,2,2677103,2018-10-10,exclusion
16893,1963-11-01,44,M,2,4548475,,
16894,1962-01-01,44,F,2,2350298,,
16895,1985-11-01,44,F,2,3097139,2019-05-21,exclusion
16896,1955-03-01,44,F,2,3060660,,
16897,1948-02-01,44,M,2,3126062,,
16898,1975-07-01,84,F,2,4519306,,
16899,1968-04-01,13,M,2,4217783,,
16900,1964-10-01,40,F,2,2145646,,
16901,1943-01-01,40,F,2,0,2016-05-26,exit
16902,1955-01-01,40,M,2,2811346,,
16903,1993-02-01,75,M,2,0,2017-03-22,exclusion
16904,1982-08-01,26,M,2,3943047,,
16905,1978-03-01,33,F,2,7798254,2018-05-31,exit
16906,1956-11-01,95,M,2,1275472,,
16907,1968-05-01,95,M,2,4827149,2018-10-10,exclusion
16908,1971-04-01,27,F,2,3042070,,
16909,1985-03-01,50,M,2,9429611,,
16910,1975-04-01,86,M,2,1237614,,
16911,1985-04-01,86,F,2,0,2017-03-22,exclusion
16912,1975-07-01,22,F,2,1752603,,
16913,1958-07-01,22,F,2,1060887,,
16914,1953-05-01,22,M,2,3694390,,
16915,1975-03-01,77,M,2,5890468,,
16916,1996-06-01,77,F,2,2131119,,
16917,1970-04-01,25,M,2,1564820,,
16918,1964-11-01,70,M,2,4834175,,
16919,1978-02-01,90,M,2,2778460,2018-11-12,exclusion
16920,1965-04-01,87,M,2,3880563,2018-06-01,exit
16921,1960-02-01,59,F,2,3455949,,
16922,1984-08-01,82,F,2,3138371,,
16923,1964-05-01,82,F,2,2231198,2019-08-27,exit
16924,1990-06-01,38,F,2,0,2017-10-17,exclusion
16925,1982-05-01,68,M,2,3722381,2019-03-05,exit
16926,1983-05-01,68,F,2,2092137,,
16927,1984-09-01,68,M,2,1829496,,
16928,1961-08-01,51,M,2,3117564,,
16929,1952-03-01,72,M,2,4318598,,
16930,1978-05-01,49,M,2,3588241,,
16931,1952-05-01,87,M,2,2490969,,
16932,1953-12-01,17,F,2,1515769,,
16933,1949-12-01,83,M,2,2691449,,
16934,1985-05-01,93,M,2,3918486,,
16935,1995-05-01,77,M,2,3789797,2018-05-29,exclusion
16936,1939-09-01,73,F,2,2903266,,
16937,1987-04-01,37,M,2,0,2017-10-17,exclusion
16938,1957-03-01,87,M,2,3409848,,
16939,1950-06-01,53,M,2,3767658,,
16940,1949-07-01,53,F,2,3587149,2019-03-20,exit
16941,1978-07-01,53,F,2,4729199,,
16942,1970-04-01,38,F,2,1436997,,
16943,1956-11-01,54,F,2,3279533,,
16944,1982-07-01,44,F,2,5164262,,
16945,1969-07-01,44,M,2,3602021,,
16946,1984-03-01,38,F,2,3894731,,
16947,1981-06-01,59,F,2,1653203,,
16948,1951-01-01,42,M,2,1535512,,
16949,1949-02-01,59,M,2,4021365,,
16950,1951-09-01,76,F,2,2787796,,
16951,1952-04-01,56,M,2,2307599,,
16952,1942-05-01,56,M,2,2332191,,
16953,1963-02-01,56,F,2,4443382,,
16954,1991-03-01,35,M,2,2340303,2017-12-14,exclusion
16955,1974-10-01,35,M,2,2061514,,
16956,1978-04-01,24,F,2,2922954,,
16957,1988-10-01,24,M,2,3405123,,
16958,1969-03-01,38,M,2,3766136,,
16959,1981-01-01,12,M,2,3367906,,
16960,1949-04-01,13,M,2,3971524,2018-09-12,exit
16961,1968-12-01,28,M,2,3402563,,
16962,1968-05-01,13,M,2,2684861,,
16963,1956-03-01,67,M,2,2306220,,
16964,1978-05-01,42,F,2,919290,2018-11-12,exclusion
16965,1992-02-01,13,F,2,2159693,,
16966,1950-05-01,71,M,2,0,2017-03-22,exclusion
16967,1977-10-01,71,M,2,4025381,,
16968,1945-01-01,64,M,2,4429053,,
16969,1993-05-01,30,M,2,0,2016-09-21,exclusion
16970,1946-11-01,51,F,2,2500838,,
16971,1969-03-01,22,M,2,3118726,,
16972,1983-01-01,11,F,2,3943985,,
16973,1997-04-01,33,F,2,4338834,,
16974,1967-01-01,38,M,2,3227679,,
16975,1969-05-01,66,F,2,2831744,,
16976,1985-06-01,14,F,2,2964706,,
16977,1973-12-01,14,M,2,4044509,,
16978,1972-04-01,08,F,2,7197712,2018-04-25,exclusion
16979,1948-01-01,64,F,2,1443639,,
16980,1990-02-01,21,M,2,0,2017-03-22,exclusion
16981,1959-09-01,93,F,2,1681600,,
16982,1945-03-01,42,M,2,0,2016-10-27,exit
16983,1948-05-01,42,M,2,4376745,,
16984,1980-05-01,75,M,2,4529608,,
16985,1965-12-01,03,F,2,1467878,,
16986,1974-02-01,19,M,2,770846,,
16987,1984-03-01,33,M,2,1754003,,
16988,1965-04-01,87,M,2,1282281,,
16989,1993-02-01,14,F,2,0,2017-03-22,exclusion
16990,1950-01-01,14,M,2,7253399,,
16991,1957-02-01,14,M,2,1746195,,
16992,1944-12-01,33,F,2,0,2016-10-14,res_conv
16993,1947-11-01,33,M,2,2981995,,
16994,1945-07-01,33,F,2,3335346,,
16995,1973-05-01,33,F,2,2988827,,
16996,1955-09-01,76,F,2,3260201,,
16997,1972-02-01,33,M,2,0,2017-03-22,exclusion
16998,1977-07-01,33,M,2,2213140,,
16999,1950-07-01,59,F,2,3134573,,
17000,1984-09-01,59,F,2,6166413,,
17001,1989-06-01,88,M,2,3739027,,
17002,1979-06-01,25,F,2,4302468,,
17003,1968-03-01,52,M,2,1796491,,
17004,1962-04-01,52,M,2,7025487,,
17005,1990-04-01,14,F,2,0,2017-03-14,exit
17006,1971-02-01,31,F,2,3488539,,
17007,1982-02-01,31,M,2,4607182,2019-03-13,exit
17008,1983-04-01,31,M,2,3208174,2017-08-02,exit
17009,1940-11-01,44,M,2,3850216,,
17010,1950-01-01,44,M,2,3534476,,
17011,1959-03-01,44,F,2,2675429,,
17012,1950-03-01,44,M,2,3978582,,
17013,1972-12-01,42,F,2,3708262,,
17014,1946-10-01,38,F,2,1550609,2017-12-11,exit
17015,1966-10-01,38,F,2,5219460,,
17016,1964-02-01,71,M,2,3567906,,
17017,1958-01-01,21,F,2,1038552,,
17018,1961-04-01,72,F,2,2659703,,
17019,1947-05-01,13,M,2,2352823,,
17020,1951-06-01,13,F,2,2480266,,
17021,1971-04-01,13,M,2,3178328,,
17022,1969-06-01,33,F,2,1018467,,
17023,1980-04-01,33,M,2,1483388,,
17024,1959-11-01,13,F,2,3639810,,
17025,1977-10-01,74,M,2,2593240,2019-05-21,exclusion
17026,1946-01-01,63,F,2,1968989,,
17027,1947-06-01,75,F,2,3993224,,
17028,1990-02-01,68,M,2,0,2016-11-25,exit
17029,1987-04-01,68,F,2,2950565,,
17030,1981-05-01,59,M,2,5287503,,
17031,1984-02-01,59,F,2,2657658,2018-11-06,exit
17032,1996-06-01,59,F,2,6226185,,
17033,1951-09-01,60,M,2,1317615,,
17034,1986-07-01,77,F,2,5182158,,
17035,1997-05-01,94,M,2,9593578,2018-12-12,exit
17036,1972-01-01,76,F,2,2019654,,
17037,1990-09-01,76,F,2,5683223,,
17038,1976-08-01,92,F,2,5467398,,
17039,1958-03-01,01,M,2,3283769,,
17040,1984-08-01,01,F,2,6909700,,
17041,1994-02-01,85,M,2,2625756,2019-01-21,exclusion
17042,1947-01-01,95,F,2,3424217,,
17043,1969-04-01,80,M,2,0,2016-12-07,exclusion
17044,1993-03-01,27,M,2,0,2017-10-17,exclusion
17045,1981-04-01,78,F,2,5128126,2019-04-08,exclusion
17046,1977-08-01,78,F,2,4254363,,
17047,1956-03-01,54,M,2,0,2017-01-23,exit
17048,1987-04-01,54,M,2,0,2016-09-21,exclusion
17049,1967-11-01,31,M,2,3516464,,
